name,age,country,intMatches,matches,batInns,notOuts,runs,ballsFaced,foursScored,sixesScored,catches&stumpings,bowlInns,ballsBowled,runsConceded,wickets
Qamran Iqbal,20,India,0,6,6,0,160,155,12,6,0,0,0,0,0
Raghav Dhawan,35,India,0,13,13,0,328,305,37,6,5,4,48,58,1
Ramachandran Ragupathy,25,India,0,3,3,0,83,80,9,3,1,0,0,0,0
Ajinkya Rahane,33,India,20,212,202,20,5395,4496,557,107,87,1,6,5,1
Rahul Singh,29,India,0,25,12,7,47,77,2,1,3,24,468,529,21
KL Rahul,29,India,56,172,159,27,5742,4162,498,232,89,0,0,0,0
Ashish Rai,24,India,0,5,1,0,1,2,0,0,0,5,90,145,5
Suresh Raina,35,India,78,336,319,50,8654,6296,779,325,172,120,1563,1872,54
Malay Raj,18,India,0,1,0,0,0,0,0,0,0,1,24,39,2
Rajesh Mohanty,21,India,0,15,8,0,72,77,4,4,3,15,243,322,9
Kumar Rajnish,28,India,0,2,2,0,7,17,0,0,0,0,0,0,0
Ankit Rajpoot,28,India,0,87,20,11,66,88,5,2,12,87,1751,2263,105
Rakshann Readdi,21,India,0,6,1,1,0,1,0,0,0,6,128,140,5
Lalhruai Ralte,29,India,0,19,10,0,47,75,2,0,0,18,300,482,9
Ramandeep Singh,24,India,0,13,8,1,98,72,6,6,5,5,66,76,3
Abhimanyu Rana,30,India,0,21,20,2,273,274,31,7,1,0,0,0,0
Himanshu Rana,23,India,0,37,36,3,912,730,104,22,10,0,0,0,0
Nitish Rana,28,India,2,139,128,14,3184,2355,274,168,33,49,565,651,29
Digvijay Rangi,23,India,0,7,6,3,92,79,7,4,1,6,69,89,3
Shubham Ranjane,27,India,0,29,15,5,263,237,22,5,10,27,423,534,19
Vijay Rao,25,India,0,2,2,0,3,5,0,0,1,0,0,0,0
Harshit Rathod,23,India,0,1,1,1,1,2,0,0,1,1,24,24,1
Ninad Rathva,22,India,0,25,15,2,157,142,21,2,13,21,348,392,24
Abhishek Raut,34,India,0,60,41,11,679,611,62,14,23,34,507,624,23
Dhruv Raval,33,India,0,21,21,2,452,346,59,8,15,0,0,0,0
Ravi Bishnoi,21,India,2,44,12,4,61,79,7,1,16,44,1008,1108,52
Ravi Chauhan,28,India,0,26,26,3,756,646,81,12,15,0,0,0,0
Ravi Kiran,31,India,0,38,12,10,14,40,0,0,5,38,831,1017,42
Dwaraka Ravi Teja,34,India,0,89,80,18,1618,1490,152,33,30,14,126,165,6
Ravi Teja,27,India,0,22,18,3,167,140,10,6,5,21,420,545,22
Saurabh Rawat,24,India,0,21,20,3,301,266,20,11,15,1,6,14,0
Shashwat Rawat,20,India,0,2,2,0,8,16,0,0,1,0,0,0,0
Ambati Rayudu,36,India,6,256,241,38,5489,4406,453,199,97,0,0,0,0
Harishankar Reddy,23,India,0,18,8,5,22,18,2,1,2,18,377,523,24
Remruatdika Ralte,23,India,0,5,0,0,0,0,0,0,0,5,72,85,2
Rinsangzela Hmamte,19,India,0,2,0,0,0,0,0,0,0,2,42,47,0
Rishabh Tiwari,28,India,0,15,15,1,437,324,50,11,6,0,0,0,0
Yashasvi Rishav,24,India,0,4,3,0,14,31,0,0,1,0,0,0,0
Damodaran Rohit,29,India,0,37,35,1,511,522,61,12,1,13,120,194,2
Rohit Rayudu,27,India,0,8,5,1,69,65,1,3,3,2,12,17,1
Rojith Ganesh,28,India,0,3,3,1,17,22,1,0,0,1,6,16,0
Bikash Rout,28,India,0,5,5,3,47,40,4,0,2,5,120,152,7
Ritwik Roy Chowdhury,26,India,0,20,15,7,200,154,18,6,11,1,6,7,0
Anukul Roy,23,India,0,31,24,10,304,215,17,17,15,31,587,694,19
Sumit Ruikar,31,India,0,26,13,2,86,88,5,2,16,26,504,567,16
Sedezhalie Rupero,24,India,0,14,10,0,97,124,12,0,2,0,0,0,0
Sachin Baby,33,India,0,88,72,11,1671,1275,137,52,37,18,200,261,8
Sachin Kumar,24,India,0,5,5,3,48,58,5,0,1,5,89,99,5
Ananta Saha,25,India,0,3,0,0,0,0,0,0,0,3,60,53,1
Wriddhiman Saha,37,India,0,209,181,33,3650,2803,332,123,145,0,0,0,0
Parth Sahani,28,India,0,45,41,13,1057,828,79,41,24,12,138,175,8
Akhilesh Sahani,27,India,0,22,20,3,251,235,18,10,5,22,423,567,25
Ravisrinivasan Sai Kishore,25,India,0,38,6,2,19,17,1,1,5,38,821,748,43
Sai Sudharsan,20,India,0,7,7,2,182,152,19,0,3,0,0,0,0
Kunal Saikia,33,India,0,10,8,2,82,64,8,4,6,0,0,0,0
Navdeep Saini,29,India,11,66,15,11,53,65,5,0,16,64,1398,1711,53
Nazeeb Saiyed,26,India,0,9,9,0,120,139,4,5,4,5,77,93,2
Chetan Sakariya,23,India,2,38,8,2,21,36,2,0,10,37,836,1054,51
Sameer Choudhary,22,India,0,7,4,1,16,29,0,0,0,1,24,33,1
Sanju Samson,27,India,10,195,189,21,4777,3662,375,203,117,1,3,4,1
Sandeep Sharma,28,India,2,147,38,29,101,114,8,0,28,146,3201,3994,161
Sandeep Warrier,30,India,1,63,7,4,13,30,1,0,11,63,1341,1628,59
Bavanaka Sandeep,29,India,0,47,43,8,892,721,59,30,28,32,414,481,10
Ashith Rajiv,28,India,0,12,5,4,59,60,3,3,4,12,264,325,9
Chengkam Sangma,27,India,0,9,2,1,1,3,0,0,2,7,126,123,5
Dippu Sangma,24,India,0,8,4,0,17,28,1,0,4,7,120,119,6
Larry Sangma,29,India,0,12,6,2,45,64,5,0,4,1,6,7,0
Pradeep Sangwan,31,India,0,97,43,22,260,236,26,7,30,96,2032,2602,100
Himanshu Sangwan,26,India,0,7,4,2,10,8,0,1,1,7,140,225,5
Sanjay Yadav,26,India,0,27,23,5,494,398,26,27,18,19,402,446,16
Sanjay Raghunath,26,India,0,1,1,0,18,14,3,0,0,1,12,9,0
Elligaram Sanketh,22,India,0,1,0,0,0,0,0,0,0,1,12,17,0
Sanvir Singh,25,India,0,5,3,2,32,23,0,2,3,2,24,30,1
P Saravana Kumar,32,India,0,3,1,0,11,5,2,0,0,3,54,86,7
Ajoy Sarkar,24,India,0,23,8,6,16,19,2,0,3,23,447,601,18
KV Sasikanth,26,India,0,39,23,6,278,238,18,12,20,39,806,1062,38
Saurabh Kumar,28,India,0,33,15,3,148,115,12,8,13,33,628,736,24
Bipin Saurabh,22,India,0,5,5,0,125,111,13,3,5,0,0,0,0
Jalaj Saxena,35,India,0,66,51,11,661,759,64,5,14,58,1097,1248,64
Kuldeep Sen,25,India,0,18,4,2,2,9,0,0,2,17,362,495,12
Subhranshu Senapati,25,India,0,26,24,2,637,521,50,24,13,0,0,0,0
Akash Sengupta,21,India,0,1,1,0,1,3,0,0,0,1,12,23,0
Rahil Shah,36,India,0,46,11,7,43,48,1,2,17,46,907,1048,45
Rohit Shah,24,India,0,5,5,1,84,117,6,0,2,0,0,0,0
Shahbaz Ahmed,27,India,0,40,24,6,293,250,20,10,17,35,660,715,35
Shahrukh Khan,26,India,0,50,39,13,547,401,38,33,21,6,80,103,2
Naushad Shaikh,30,India,0,41,39,9,898,714,79,21,28,16,227,223,12
Vijay Shankar,31,India,9,111,87,22,1714,1356,117,64,56,60,821,1123,33
BR Sharath,25,India,0,23,20,2,276,248,27,8,21,0,0,0,0
Sharafuddeen,27,India,0,3,1,0,3,7,0,0,0,3,48,79,1
Ishant Sharma,33,India,14,141,33,25,65,78,5,2,29,141,3026,3938,112
Jitesh Sharma,28,India,0,54,51,4,1329,937,143,49,46,1,6,5,0
Karn Sharma,34,India,1,145,101,26,1434,1146,101,64,39,134,2525,3144,121
Mohit Sharma,33,India,8,123,37,17,164,155,10,7,26,122,2474,3449,117
Rohit Sharma,34,India,121,366,353,47,9838,7340,868,421,144,59,635,830,29
Raghu Sharma,28,India,0,3,1,0,0,2,0,0,1,3,66,88,3
Shubham Sharma,28,India,0,5,3,0,38,47,2,1,2,0,0,0,0
Bharat Sharma,26,India,0,4,3,1,10,20,2,0,1,4,90,100,3
Karan Sharma,23,India,0,10,10,1,301,221,29,11,0,2,48,44,2
Rohit Sharma,28,India,0,27,23,7,294,247,26,7,19,0,0,0,0
Shashank Singh,30,India,0,32,27,6,424,298,32,22,6,16,240,332,10
Prithvi Shaw,22,India,1,72,72,0,1786,1215,197,77,19,0,0,0,0
Shekhar Kumar Singh,22,India,0,1,1,0,0,5,0,0,0,0,0,0,0
Atit Sheth,26,India,0,39,22,17,168,136,12,6,10,39,801,1021,51
B Shiva,25,India,0,1,0,0,0,0,0,0,0,1,12,18,0
Shivam Chauhan,24,India,0,30,30,4,826,669,88,15,9,2,30,28,2
Shivam Mavi,23,India,0,33,12,3,54,64,4,2,15,33,667,910,31
Shivam Sharma,26,India,0,4,1,0,3,4,0,0,3,4,84,83,3
Shoaib Md Khan,30,India,0,14,7,4,94,72,7,4,2,14,276,327,7
Shubham Arora,24,India,0,4,3,0,51,42,5,2,3,0,0,0,0
Shubham Sharma,24,India,0,6,4,2,46,40,5,1,0,5,114,107,4
Shubman Gill,22,India,0,73,70,12,1834,1471,179,49,28,0,0,0,0
Rahul Shukla,31,India,0,54,22,13,79,77,5,3,24,54,1091,1522,60
Simarjeet Singh,24,India,0,20,3,2,2,5,0,0,2,20,393,488,24
Rinku Singh,24,India,0,61,56,14,981,716,79,39,31,5,66,114,3
Bonny Chingangbam,26,India,0,5,4,1,30,46,3,0,1,0,0,0,0
Harsh Singh,26,India,0,3,3,3,9,14,1,0,0,3,48,69,1
Ian Dev Singh,32,India,0,48,48,4,876,895,92,15,28,3,25,38,1
Kangabam Singh,27,India,0,14,13,3,132,163,11,3,4,13,232,320,7
Ajay Lamabam,23,India,0,15,4,4,6,10,0,0,2,14,241,333,10
Rex Rajkumar,21,India,0,12,10,1,98,91,3,3,4,12,215,233,9
Jayanta Sagatpam,29,India,0,6,5,0,75,102,7,1,1,0,0,0,0
Kishan Thokchom,32,India,0,8,5,2,27,32,4,0,1,8,144,237,3
Samrat Singha,32,India,0,17,16,1,217,256,28,2,0,0,0,0,0
Myendung Singpho,25,India,0,8,8,4,6,13,0,0,0,8,104,159,5
Arkaprabha Sinha,23,India,0,10,10,0,89,111,7,2,5,0,0,0,0
Amit Sinha,33,India,0,31,29,6,475,474,32,17,12,3,30,36,2
Vishnu Solanki,29,India,0,46,39,11,883,718,70,33,27,1,6,9,0
Prashant Solanki,21,India,0,1,0,0,0,0,0,0,0,1,24,26,1
Somorjit Salam,28,India,0,3,3,2,13,13,1,1,0,3,37,70,0
Song Tacho,28,India,0,16,13,3,81,111,4,1,1,0,0,0,0
Dhrushant Soni,26,India,0,7,4,0,24,25,2,0,0,7,148,202,10
Sooraj Rai,25,India,0,1,0,0,0,0,0,0,0,1,24,24,1
Cheepurapalli Stephen,28,India,0,35,9,9,12,16,0,0,10,34,764,839,56
Jagadeesha Suchith,28,India,0,67,34,17,297,230,24,11,30,66,1320,1609,57
Sufiyan Alam,26,India,0,2,2,0,5,10,0,0,0,0,0,0,0
Kolla Sumanth,29,India,0,26,26,6,252,228,17,4,29,0,0,0,0
Sumit Kumar,26,India,0,30,24,10,414,303,39,18,12,28,474,584,32
Sumit Singh,34,India,0,31,29,1,367,374,39,13,10,26,511,606,30
Sunil Salam,25,India,0,1,0,0,0,0,0,0,0,1,6,18,0
Suraj Tayam,38,India,0,3,3,1,29,54,3,0,0,0,0,0,0
Nihal Surlaker,23,India,0,1,1,0,5,8,0,0,0,1,12,24,0
Swapnil Singh,31,India,0,60,47,16,683,547,42,33,22,55,1090,1306,54
Atharva Taide,21,India,0,20,20,3,507,391,61,14,6,12,150,134,10
Palzor Tamang,28,India,0,21,18,2,107,166,13,1,4,17,238,314,9
Hardik Tamore,24,India,0,2,1,0,19,21,3,0,1,0,0,0,0
Tanush Gusain,21,India,0,2,2,0,24,27,5,0,0,0,0,0,0
Nitin Tanwar,25,India,0,9,8,3,55,64,5,0,5,9,185,222,9
Pinninti Tapaswi,25,India,0,3,2,0,8,6,1,0,1,3,60,83,3
Aditya Tare,34,India,0,110,101,20,2177,1669,243,57,70,0,0,0,0
Tana Tatar,26,India,0,1,1,0,0,1,0,0,1,0,0,0,0
Techi Sonam,24,India,0,4,4,0,21,31,2,1,2,0,0,0,0
Rahul Tewatia,28,India,0,87,67,24,1170,822,103,53,35,75,1265,1566,54
Aditya Thakare,23,India,0,4,2,1,5,8,0,0,1,4,93,86,6
Shardul Thakur,30,India,24,124,35,14,183,162,12,6,34,122,2563,3661,145
Rakesh Thakur,30,India,0,10,7,3,70,65,2,4,12,0,0,0,0
Abhishek Thakuri,23,India,0,8,7,0,108,118,14,0,4,0,0,0,0
Ashish Thapa,28,India,0,22,20,2,208,324,14,1,4,0,0,0,0
Tanay Thyagarajan,26,India,0,13,10,3,92,67,8,4,8,13,258,274,5
Tilak Varma,19,India,0,15,15,2,381,265,28,17,3,3,24,37,0
Vivekanand Tiwari,23,India,0,8,3,1,18,12,1,1,3,7,114,170,7
Agrim Tiwari,25,India,0,4,1,1,0,0,0,0,0,4,90,120,7
Yogesh Tiwari,24,India,0,7,4,0,63,71,7,2,0,0,0,0,0
Saurabh Tiwary,32,India,0,176,150,36,3354,2738,259,126,67,1,6,8,0
Rahul Tripathi,30,India,0,104,100,14,2215,1700,208,77,51,17,222,281,12
Trishank Gupta,20,India,0,1,0,0,0,0,0,0,0,1,12,12,0
Sagar Trivedi,30,India,0,20,13,2,140,135,9,7,2,19,390,576,18
Sagar Udeshi,35,India,0,17,4,1,15,22,1,0,4,17,384,370,13
Tanveer Ul-Haq,30,India,0,23,13,5,43,57,3,1,5,22,444,482,24
Umran Malik,22,India,0,8,2,2,1,1,0,0,1,8,192,273,11
Jaydev Unadkat,30,India,10,158,56,30,418,320,28,21,44,157,3379,4476,195
Robin Uthappa,36,India,13,279,271,24,7042,5293,701,253,165,1,6,11,0
Utkarsh Singh,23,India,0,25,17,3,327,273,37,7,9,21,361,382,21
Parmesh Vaidik,33,India,0,2,0,0,0,0,0,0,0,2,42,69,2
Andrew Vanlalhruaia,35,India,0,4,0,0,0,0,0,0,0,3,48,106,1
Ahitesh Varma,22,India,0,3,0,0,0,0,0,0,0,3,66,92,2
Varun Chakravarthy,30,India,6,37,7,3,12,21,0,0,4,37,873,971,38
Arpit  Vasavada,33,India,0,40,31,7,575,491,45,12,17,13,233,219,16
Shivank Vashisht,26,India,0,6,1,0,5,9,0,0,5,6,102,89,14
Akash Vasisht,27,India,0,10,8,2,106,88,11,2,5,6,94,128,3
Hanuma Vihari,28,India,0,78,77,8,1449,1291,131,32,34,36,474,582,26
Vijai Raja,23,India,0,1,1,0,0,2,0,0,0,1,5,8,0
Vikash Kumar,25,India,0,5,3,1,9,8,1,0,2,0,0,0,0
Vikash Singh,27,India,0,35,11,4,107,88,5,8,11,35,676,859,29
Marimuthu Vikneshwaran,29,India,0,23,20,4,149,165,11,4,6,4,25,37,2
Virat Singh,24,India,0,69,68,13,1899,1521,183,54,23,5,60,87,1
Vishnu Vinod,28,India,0,42,38,7,1051,755,84,57,17,2,19,24,0
Suresh Vishweshwar,24,India,0,2,0,0,0,0,0,0,0,2,42,64,0
Vivek Singh,28,India,0,52,50,6,1319,987,135,60,30,10,120,165,1
Vivrant Sharma,22,India,0,4,4,0,63,61,10,1,4,1,6,12,0
Manan Vohra,28,India,0,109,105,8,2813,2170,276,101,33,0,0,0,0
Samarth Vyas,26,India,0,21,18,2,335,254,29,16,7,0,0,0,0
Vijaykumar Vyshak,25,India,0,6,4,2,9,10,0,0,2,6,132,170,7
Jatin Wadhwan,27,India,0,22,21,3,639,533,60,25,8,0,0,0,0
Akshay Wadkar,27,India,0,15,14,2,277,276,20,2,13,0,0,0,0
Shrikant Wagh,33,India,0,63,41,22,272,277,16,7,15,63,1211,1456,77
Akshay Wakhare,36,India,0,59,14,5,69,66,5,2,15,58,1186,1342,53
Apoorv Wankhade,29,India,0,60,55,18,1029,773,60,44,37,0,0,0,0
Waseem Raza,29,India,0,27,19,6,90,121,3,1,4,27,521,673,23
Washington Sundar,22,India,31,98,61,19,866,730,66,28,28,96,1887,2129,74
Siddhesh Wath,24,India,0,15,15,0,223,207,27,5,9,0,0,0,0
Yab Niya,27,India,0,8,4,3,6,18,0,0,0,7,101,153,2
Jayant Yadav,32,India,0,73,38,16,313,268,17,12,34,69,1330,1407,44
Suryakumar Yadav,31,India,13,197,175,40,4170,2948,444,139,100,10,132,140,6
Sunil Yadav,30,India,0,6,2,0,8,10,0,0,2,6,89,138,0
Upendra Yadav,25,India,0,23,23,3,467,384,42,12,27,0,0,0,0
Umesh Yadav,34,India,7,151,50,28,211,173,16,13,38,149,3134,4323,150
Vikas Yadav,25,India,0,23,7,5,51,46,3,2,8,22,507,546,23
Amod Yadav,20,India,0,6,1,0,1,2,0,0,2,6,120,118,8
Sujit Yadav,30,India,0,1,0,0,0,0,0,0,0,1,24,26,0
Kamsha Yangfo,29,India,0,15,14,1,108,189,7,0,6,0,0,0,0
Yash Dayal,24,India,0,15,5,4,10,13,1,0,0,15,276,332,15
Yash Thakur,23,India,0,27,10,8,24,40,1,1,10,27,512,554,40
Yudhvir Singh,24,India,0,9,6,1,35,19,2,3,6,8,162,255,3
Karnajit Yumnam,24,India,0,7,7,1,75,98,7,1,1,0,0,0,0
Yuvraj Singh,23,India,0,5,3,2,18,14,2,0,0,5,82,110,6
Hokaito Zhimomi,35,India,0,16,13,6,197,189,16,6,7,5,42,54,3
Bobby Zothansanga,35,India,0,12,4,2,3,11,0,0,1,11,214,255,10
Finn Allen,22,New Zealand,6,51,51,3,1537,875,165,72,20,1,6,8,0
Adithya Ashok,19,New Zealand,0,10,6,4,18,22,1,0,4,10,222,240,14
Todd Astle,35,New Zealand,5,86,43,20,370,343,30,5,35,79,1566,1856,67
Ma'ara Ave,23,New Zealand,0,3,2,0,18,21,2,0,0,0,0,0,0
Matthew Bacon,28,New Zealand,0,20,5,3,6,10,0,0,5,20,407,609,26
Hamish Bennett,34,New Zealand,11,87,18,13,31,37,2,0,16,85,1695,2227,78
Jakob Bhula,22,New Zealand,0,1,0,0,0,0,0,0,0,1,12,17,0
Tom Blundell,31,New Zealand,7,58,52,6,1090,877,95,29,38,1,1,4,0
Peter David Bocock,30,New Zealand,0,20,16,6,159,121,15,3,13,0,0,0,0
Trent Boult,32,New Zealand,44,149,32,21,67,86,2,2,57,149,3276,4462,176
Jack Boyle,25,New Zealand,0,20,20,1,417,386,37,4,8,0,0,0,0
Doug Bracewell,31,New Zealand,20,80,57,23,930,639,56,51,33,77,1477,2116,86
Michael Bracewell,31,New Zealand,0,101,89,21,2171,1630,172,86,64,18,294,367,19
Cole Briggs,24,New Zealand,0,5,5,0,13,25,0,0,2,0,0,0,0
Neil Broom,38,New Zealand,11,160,151,14,3601,2954,313,123,63,11,150,241,8
Tom Bruce,30,New Zealand,17,96,93,14,2146,1483,189,93,67,13,136,195,6
Joe Carter,29,New Zealand,0,25,23,3,348,319,31,9,12,0,0,0,0
Leo Carter,27,New Zealand,0,52,47,11,663,540,39,28,17,0,0,0,0
Mark Chapman,27,New Zealand,33,108,98,12,2112,1616,182,71,32,33,425,561,20
Max Chu,21,New Zealand,0,23,11,4,94,83,10,1,10,0,0,0,0
Katene Clarke,22,New Zealand,0,16,16,1,336,227,39,14,6,0,0,0,0
Josh Clarkson,25,New Zealand,0,69,64,18,1288,867,79,68,27,14,156,238,8
Dane Cleaver,30,New Zealand,0,74,70,7,1458,1081,141,45,62,0,0,0,0
Blake Coburn,26,New Zealand,0,14,4,1,32,39,2,0,4,13,246,351,10
Devon Conway,30,New Zealand,20,115,110,24,3765,2938,408,81,51,8,103,141,3
Henry Cooper,28,New Zealand,0,15,14,3,176,170,10,7,4,1,12,14,2
Colin de Grandhomme,35,New Zealand,41,231,208,46,3817,2417,272,228,98,135,1770,2792,69
Jacob Duffy,27,New Zealand,4,91,35,19,145,110,9,8,18,87,1811,2630,94
Lockie Ferguson,30,New Zealand,15,96,31,16,229,182,12,14,22,95,2004,2520,112
Joey Field,21,New Zealand,0,15,7,4,27,24,3,0,13,15,271,434,15
Josh Finnie,25,New Zealand,0,54,41,7,596,470,52,22,21,19,222,329,8
Matthew Fisher,22,New Zealand,0,12,4,4,2,4,0,0,4,11,210,311,9
Cam Fletcher,28,New Zealand,0,81,70,26,1571,1175,97,67,63,0,0,0,0
Luke Georgeson,22,New Zealand,0,7,7,1,124,100,11,5,6,3,48,62,5
Jamie Gibson,28,New Zealand,0,29,19,4,228,183,11,9,12,3,36,49,2
Jake Gibson,24,New Zealand,0,4,2,0,2,4,0,0,4,4,66,103,2
Zak Gibson,24,New Zealand,0,13,7,3,30,29,3,0,8,11,192,281,8
Martin Guptill,35,New Zealand,112,293,284,24,8337,6362,717,387,174,4,24,35,0
Brett Hampton,30,New Zealand,0,45,39,3,556,452,34,30,26,14,172,244,9
Greg Hay,37,New Zealand,0,23,20,5,467,382,50,5,6,1,3,12,0
Matthew Hay,24,New Zealand,0,4,2,0,13,14,2,0,0,0,0,0,0
Mitchell Hay,21,New Zealand,0,7,6,1,55,37,3,4,6,0,0,0,0
Matt Henry,30,New Zealand,6,100,60,25,470,296,27,32,36,97,2019,2912,102
Ben Horne,27,New Zealand,0,39,36,7,492,366,35,21,31,2,36,66,3
Mason Hughes,23,New Zealand,0,2,2,0,17,13,2,1,0,0,0,0,0
Kyle Jamieson,27,New Zealand,8,56,30,15,343,251,27,10,12,56,1177,1688,65
Llew Johnson,22,New Zealand,0,17,16,0,228,183,19,10,8,0,0,0,0
Troy Johnson,24,New Zealand,0,21,18,5,281,265,27,6,10,0,0,0,0
Nick Kelly,28,New Zealand,0,61,52,6,1106,872,106,48,27,2,24,38,1
Anaru Kitchen,37,New Zealand,5,137,124,13,2344,1852,205,97,62,73,1224,1572,37
Scott Kuggeleijn,30,New Zealand,18,131,82,37,767,588,45,32,52,128,2506,3611,132
Tom Latham,29,New Zealand,18,87,78,5,2110,1583,171,75,45,0,0,0,0
Jayden Lennox,27,New Zealand,0,10,2,2,23,22,4,0,1,10,210,250,14
Christian Leopard,24,New Zealand,0,26,24,5,339,259,31,13,7,2,18,22,3
Benjamin Lister,26,New Zealand,0,36,13,8,46,41,3,2,15,36,735,997,35
Ken McClure,27,New Zealand,0,23,23,1,319,261,36,12,2,0,0,0,0
Cole McConchie,30,New Zealand,5,80,64,11,1124,919,101,22,25,71,1291,1599,54
Angus McKenzie,23,New Zealand,0,7,5,2,24,21,2,1,3,7,91,111,3
Adam Milne,29,New Zealand,31,136,55,33,304,246,23,8,36,133,2854,3645,151
Daryl Mitchell,30,New Zealand,25,131,117,29,2722,2055,178,111,66,63,897,1387,59
James Neesham,31,New Zealand,38,182,143,39,2376,1735,171,106,61,161,2670,4015,158
Ollie Newton,33,New Zealand,0,30,14,5,66,71,5,1,12,30,602,851,35
Henry Nicholls,30,New Zealand,10,50,47,9,1143,915,104,27,24,1,6,5,0
Ed Nuttall,28,New Zealand,0,68,17,13,42,50,1,3,20,67,1351,1895,64
Robert O'Donnell,27,New Zealand,0,54,45,17,1076,820,95,33,26,3,42,69,1
William O'Donnell,24,New Zealand,0,10,9,1,220,181,15,8,8,0,0,0,0
William O’Rourke,20,New Zealand,0,3,1,0,10,8,1,0,0,3,42,52,0
Ajaz Patel,33,New Zealand,7,68,26,12,118,122,7,3,12,67,1381,1781,75
Glenn Phillips,25,New Zealand,35,163,155,20,4321,3074,336,238,94,20,221,315,11
Dale Phillips,23,New Zealand,0,14,12,5,181,138,14,7,9,1,6,20,0
Michael Rae,26,New Zealand,0,21,6,3,39,23,8,0,5,20,390,585,22
Seth Rance,34,New Zealand,8,83,24,11,143,127,13,6,21,80,1695,2289,102
Jeet Raval,33,New Zealand,0,47,46,2,954,773,87,31,24,0,0,0,0
Rachin Ravindra,22,New Zealand,6,32,26,1,366,302,33,12,13,31,618,742,28
Tim Robinson,19,New Zealand,0,8,8,0,143,122,16,1,2,0,0,0,0
Hamish Rutherford,32,New Zealand,8,166,160,5,3938,2733,404,179,46,6,66,84,2
Mitchell Santner,30,New Zealand,62,121,93,35,1308,994,87,62,44,118,2466,2916,119
Ben Sears,24,New Zealand,2,24,7,5,27,21,1,0,9,24,432,555,29
Tim Seifert,27,New Zealand,40,143,128,18,2759,2164,245,120,114,0,0,0,0
Henry Shipley,25,New Zealand,0,29,18,3,291,204,23,13,13,24,408,549,23
Ben Smith,31,New Zealand,0,33,28,3,550,485,57,10,13,0,0,0,0
Nathan Smith,23,New Zealand,0,33,18,3,146,122,8,6,9,29,536,836,34
Ish Sodhi,29,New Zealand,66,201,58,28,308,291,22,13,42,196,4175,5447,223
Sean Solia,29,New Zealand,0,47,42,9,716,607,59,20,13,30,375,609,13
William Somerville,37,New Zealand,0,43,18,10,200,153,9,12,7,42,833,1112,40
Tim Southee,33,New Zealand,92,216,101,33,827,570,61,46,100,212,4663,6395,245
Ross ter Braak,24,New Zealand,0,11,3,2,2,2,0,0,2,11,191,280,13
Blair Tickner,28,New Zealand,8,68,14,9,28,38,1,1,15,67,1452,2095,94
Anurag Verma,31,New Zealand,0,52,24,8,136,135,12,3,17,50,982,1410,62
Frederick Walker,27,New Zealand,0,7,2,1,4,5,0,0,3,7,145,142,10
Joe Walker,29,New Zealand,0,22,5,1,22,24,1,1,6,20,380,437,27
Ben Wheeler,30,New Zealand,6,60,40,19,368,271,20,20,15,59,1259,1821,57
Beckham Wheeler-Greenall,19,New Zealand,0,2,2,2,12,16,1,0,1,2,30,41,2
Bayley Wiggins,23,New Zealand,0,12,12,1,174,129,21,4,4,0,0,0,0
Will Williams,29,New Zealand,0,37,14,11,80,63,6,2,26,35,493,787,30
Kane Williamson,31,New Zealand,74,219,210,34,5645,4535,527,140,91,54,770,909,30
George Worker,32,New Zealand,2,141,133,10,3291,2631,322,109,45,56,810,1120,42
Will Young,29,New Zealand,8,81,75,4,1892,1416,138,83,35,0,0,0,0
Peter Younghusband,32,New Zealand,0,27,11,5,50,51,5,0,15,26,459,550,20
Aamer Azmat,23,Pakistan,0,5,3,0,28,32,2,0,5,1,6,10,1
Aamer Jamal,25,Pakistan,0,4,4,1,62,42,10,0,1,4,85,148,5
Aamer Yamin,31,Pakistan,2,103,73,17,995,707,81,50,29,97,1809,2515,77
Aaqib Liaquat,20,Pakistan,0,1,1,0,11,15,1,0,0,1,24,44,2
Abbas Afridi,20,Pakistan,0,9,3,1,33,23,2,3,1,9,150,229,7
Abdul Bangalzai,18,Pakistan,0,15,15,1,290,280,33,3,1,0,0,0,0
Abdul Nasir,23,Pakistan,0,2,2,1,1,4,0,0,2,2,42,41,1
Abdullah Shafique,22,Pakistan,3,28,28,3,838,649,84,23,11,0,0,0,0
Abrar Ahmed,23,Pakistan,0,9,0,0,0,0,0,0,0,9,192,253,9
Adil Amin,31,Pakistan,0,55,48,12,975,851,81,24,21,31,534,643,21
Agha Salman,28,Pakistan,0,53,46,10,723,625,59,23,14,35,521,602,23
Ahmed Daniyal,24,Pakistan,0,13,5,3,11,22,1,0,1,13,270,421,9
Ahmed Safi Abdullah,23,Pakistan,0,6,4,2,12,22,1,0,1,6,96,120,6
Ahmed Shehzad,30,Pakistan,59,233,231,12,6403,5165,746,144,91,19,229,344,12
Ahsan Ali,28,Pakistan,2,69,67,4,1453,1135,170,38,20,1,6,9,1
Akbar-ur-Rehman,38,Pakistan,0,57,49,10,754,652,73,17,28,27,395,506,17
Akif Javed,21,Pakistan,0,28,6,4,0,7,0,0,6,27,584,798,30
Ali Imran,23,Pakistan,0,21,21,0,608,436,58,31,12,4,48,72,3
Ali Majid,30,Pakistan,0,3,1,1,3,5,0,0,0,3,60,68,1
Amad Butt,26,Pakistan,0,64,44,16,430,296,30,26,22,61,1231,1800,79
